month,day,year,event
3,14,1967,"THE METROPOLITAN PARK BOARD OBTAINS AN OPTION TO BUY STONEY CREEK GOLF COURSE SOUTH OF REYNOLDSBURG FOR $475,000."
3,14,1967,"Nine executives and scientists of the West German pharmaceutical company Chemie Gruenenthal were indicted on criminal charges in Aachen for breaking German drug laws because of thalidomide. Company President Hermann Wirtz was the most prominent defendant, and the nine faced a maximum sentence of five years in prison. Chief Prosecutor Heinrich Gierlich told reporters that 5,000 babies had been born crippled between 1957 and 1962 as a result of thalidomide poisoning."
3,15,1967,WESTERVILLE CITY COUNCIL PLEDGES THAT IT WILL NOT INTERFERE WITH THE BUILDING OF A COLUMBUS SANITARY SEWER TRUNK LINE TO SERVICE THE ANHEUSER-BUSCH BREWERY NEAR WORTHINGTON.
3,17,1967,"THE ADENA INDIAN MOUND, EAST OF OLENTANGY RIVER AND BETHEL RDS AND WEST OF THE RIVER, IS IN DOUBLE JEOPARDY FROM THE OLENTANGY FREEWAY AND THE MORSE RD EXTENSION."
3,18,1967,"The supertanker Torrey Canyon ran aground, releasing 32 million gallons of oil, much of which washed up on the Cornish coast."
3,18,1967,"The first demonstration of ""slow motion instant replay"" on television was shown to viewers of ABC Wide World of Sports who had tuned in to see the finals of the ""World Series of Skiing"" at Vail, Colorado."
3,21,1967,"Charles Manson was released from the Terminal Island prison in California after being incarcerated since 1960 and ordered to complete a 1957 prison sentence. Telling the authorities that ""prison had become his home"", that he had nowhere to go, and that he ""didn't think he could adjust to the world outside"", Manson asked to stay, but was released on schedule at 8:15 in the morning. Upon his release, he relocated to San Francisco, settled in the Haight-Ashbury neighborhood, and spent 1967's ""Summer of Love"" forming the group of followers known as ""The Manson Family""."
3,23,1967,Star Trek: Errand of Mercy
3,23,1967,"NASA halted further training for three scheduled U.S. manned space missions and disbanded their three-member crews, pending an overhaul of the Apollo program in light of the January 27 fire that killed the astronauts of Apollo 1. Wally Schirra, Donn F. Eisele and Walter Cunningham had been the backup crew for Apollo 1 and would have been part of a rescheduled mission. James McDivitt, David Scott and Rusty Schweickart had been set for a summer launch of Apollo 2, and Frank Borman, Michael Collins and William Anders would have been on Apollo 3 in the autumn.[109] Schirra, Eisele and Cunningham would go up together on Apollo 7 in 1968; McDivitt, Scott and Schweickart would test the lunar module on Apollo 9 in 1969; Borman and Anders would orbit the Moon (with Jim Lovell) on Apollo 8 in 1968; and Collins would remain in lunar orbit on the Apollo 11 mission in 1969 with Neil Armstrong and Buzz Aldrin."
3,23,1967,"A 32-man patrol of the Bolivian Army was ambushed by rebel guerrillas commanded by Che Guevara of Cuba. The attack took place near the guerrilla base at Ñancahuazú in southeastern Bolivia, and in addition to killing seven soldiers and taking two officers and nine soldiers prisoner, Guevara's men also captured an arsenal of 16 Mauser rifles, three 60-mm mortars, a 30 caliber machine gun, two submachine guns and two Uzi machine pistols, 2,500 rounds of ammunition, 64 mortar shells, and the Bolivian Army's operations plan."
3,28,1967,"""Ironside"" premiers."
3,30,1967,OHIO DEPT OF HIGHWAYS COMPLETES WORK ON A PROPOSED NEW ALIGNMENT THROUGH GAHANNA FOR THE OUTERBELT EXPRESSWAY WHICH WOULD PERMIT FUTURE EXPANSION FOR PORT COLUMBUS.
3,30,1967,Star Trek: The Alternative Factor
4,4,1967,"Johnny Carson quit ""The Tonight Show"". He returned three weeks later with an additional $30,000 a week! Hi yo!"
4,6,1967,Star Trek: The City on the Edge of Forever
4,9,1967,The Boeing 737 makes its first test flight.
4,9,1967,THE ANNEXATION TO COLUMBUS OF THE JOSEPHINUM COLLEGE NORTH OF WORTHINGTON RESULTS IN REFUSAL OF SHARON TOWNSHIP TO PROVIDE THE COLLEGE WITH FIRST CALL FIRE PROTECTION.
4,13,1967,Star Trek: Operation: Annihilate!
4,18,1967,The Martin Marietta X-23A PRIME makes its last flight.
4,19,1967,"""Casino Royale"" featuring David Niven as James Bond released in the United States."
4,21,1967,"Northern Ill., also Mo., Iowa, lower Mich.: series of 52 tornadoes caused 58 deaths."
4,22,1967,"McDonalds server the first Big Mac at it's Uniontown, Pennsylvania franchise."
4,23,1967,Soyuz I ends in disaster when a tangled parachute line causes capsule to hit the earth at 400 mph. V. Komarov is killed.
4,25,1967,"THE COLUMBUS OUTERBELT EXPRESSWAY BETWEEN THE NORTH FREEWAY AND N HIGH ST WILL OPEN TO TRAFFIC AROUND 6/1, SAY OHIO DEPT OF HIGHWAYS OFFICIALS."
4,28,1967,"The board of directors of the 45-year old Douglas Aircraft Company voted to accept a $68.7 million offer from McDonnell Aircraft Corporation to purchase its stock, after the Douglas company had run deeply into debt during the research and development of its DC-10 jetliner."
5,9,1967,"A Cubana flight from Havana to Mexico City crashed shortly before landing. All 10 people (6 passengers, 4 crew) aboard the Antonov An-12 were killed in the impact that was blamed on a bomb blast."
5,10,1967,PRR: The National Park Service designates Horseshoe Curve as a National Historic Site.
5,12,1967,Missouri Pacific gains control of the Chicago & Eastern Illinois.
6,1,1967,"The Beatles release ""Sgt. Pepper's Lonely Hearts Club Band"""
6,13,1967,Patrick Foley weds Kathleen Fisher.
6,13,1967,"""You Only Live Twice"" featuring Sean Connery as James Bond released in the United States."
7,1,1967,Seaboard Air Line and Atlantic Coast Line merge creating Seaboard Coast Line.
7,3,1967,WIDENING OF THE NORTH FREEWAY BETWEEN NORTH BROADWAY AND THE OUTERBELT (I-270) FALLS VICTIM TO NEW FEDERAL HIGHWAY SAFETY STANDARDS AND WILL BE DELAYED.
7,11,1967,"AFTER MORE THAN 6 MONTHS OF DEBATE, CONFUSION AND INDECISION, THE OHIO DEPT OF HIGHWAYS OFFICIALS APPROVE RAISING THE SPEED LIMIT FROM 60 TO 70 MPH ON THE EAST FREEWAY."
7,xx,1967,A TWA 707 mistakenly lands at Don Scott airport. All the seats and Galley equipment were removed to make the plane light enough to take off and fly over to Port Columbus.
8,4,1967,"FORTY-ONE PASSENGERS AND 13 CREWMEN AND POSTAL WORKERS ON THE PENNSYLVANIA RAILROAD'S ""CINCINNATI LIMITED"" ESCAPE INJURY WHEN THE 11-CAR TRAIN DERAILS NEAR WEST JEFFERSON."
8,8,1967,"Open house to celebrate the completion of the Justin S. Morrill and Abraham Lincoln  towers, 26 story dormitories on the campus of Ohio State University."
8,10,1967,THE OHIO HOUSE OF REPRESENTATIVES PASSES A BILL LIMITING THE TIME A RAILROAD CROSSING MAY BE BLOCKED BY A STANDING OR MOVING TRAIN.
8,15,1967,THE OUTERBELT EXPRESSWAY (I-270) BETWEEN THE NORTH FREEWAY AND N HIGH ST IS OPENED AT CEREMONIES LED BY THE WORTHINGTON CHAMBER OF COMMERCE.
8,23,1967,"A $500,000 COLOR MOBILE UNIT REMOTE BUS, CUSTOM BUILT BY VISUAL ELECTRONICS FOR WBNS-TV BY VISUAL ELECTRONICS, TELECASTS LIVE FROM THE OHIO STATE FAIR."
8,26,1967,NASA Crawler Transporter: The first Saturn V rocket was moved to the launch pad for the unmanned Apollo 4 mission.
9,7,1967,"""The Flying Nun"" premiers."
9,11,1967,"""The Carol Burnett Show"" premiers."
9,15,1967,Star Trek: Amok Time - Season 2 Premier
9,16,1967,"""Mannix"" premiers."
9,17,1967,"The New Orleans Saints play their first regular season game, losing to the L.A. Rams 27-13."
9,22,1967,North American Aviation becomes North American Rockwell. The merger was driven in part by the fire that killed the Apollo 1 astronauts on the pad.
9,22,1967,Star Trek: Who Mourns for Adonais?
9,29,1967,Star Trek: The Changeling
10,2,1967,Thurgood Marshall was sworn in to office as the first African-American justice of the United States Supreme Court.
10,3,1967,"Flying an X-15 experimental aircraft, U.S. Air Force Major William ""Pete"" Knight made the fastest flight of a powered aircraft, at a speed of Mach 6.72 (4,520 miles (7,270 km) per hour. The mark remains unsurpassed"
10,6,1967,Star Trek: Mirror Mirror
10,8,1967,Guerrilla leader Che Guevara is captured by the 2nd Battalion of the Bolivian Rangers.
10,9,1967,"Che Guevara, who had been captured the day before, is executed following an interrogation at the schoolhouse in the village of La Higuera."
10,10,1967,"The Outer Space Treaty between the United States, the Soviet Union, and 10 other nations took effect at a ratification ceremony held at the East Room of the White House."
10,12,1967,"BEA CY284 was a de Havilland Comet 4 that departed Athens, Greece, bound for Cyprus. While flying at 29,000 ft (8,840 m), a bomb detonated. All 66 people (59 passengers, 7 crew) aboard were killed. It is believed the bomb was placed by terrorists hoping to kill the general in command of the Cyprus army who was to be aboard but cancelled shortly before departure."
10,13,1967,Star Trek: The Apple
10,18,1967,The Soviet Union's Venera 4 probe became the first craft from Earth to land on Venus.
10,18,1967,"""The Jungle Book"" by Walt Disney released."
10,18,1967,Students at the University of Wisconsin–Madison demonstrate over the efforts of Dow Chemical to use the university campus for recruiting new employees; 76 people are injured in the ensuing riot.
10,20,1967,"Roger Patterson and Robert Gimlin filmed an unidentified animal near Bluff Creek, California, which has been claimed to be ""Bigfoot"" or ""Sasquatch""."
10,20,1967,Star Trek: The Doomsday Machine
10,21,1967,Forty-seven of the 190 men on board the Israeli destroyer INS Eilat were killed after the ship was struck by three Egyptian Styx missiles and sank
10,25,1967,OCLC holds formal organization meetings.
10,26,1967,Shah Reza Pahlavi of Iran holds a coronation for himself and his wife.
10,27,1967,Star Trek: Catspaw
10,31,1967,"RMS Queen Mary leaves Southampton for the last time, to become a museum ship in Long Beach, California."
11,1,1967,"MEMBERS OF UNITED AUTO WORKERS LOCAL 30 VOTE RATIFY NEW CONTRACT AND END WILDCAT STRIKE AGAINST COLUMBUS AUTO PARTS, AT EAST HUDSON ST AND THE NORTH FREEWAY."
11,3,1967,"Star Trek: I, Mudd"
11,9,1967,"Apollo 4, the first Saturn V (unmanned), is launched."
11,10,1967,Star Trek: Metamorphosis
11,13,1967,Carl Stokes becomes Cleveland's first black Mayor.
11,17,1967,Star Trek: Journey to Babel
11,28,1967,3 COLS TRAIN CREWMEN ESCAPE SERIOUS INJURY WHEN ONE NEW YORK CENTRAL FREIGHT TRAIN RAN INTO THE REAR OF ANOTHER AND THEN BURNED NEAR MARYSVILLE.
12,1,1967,Star Trek: Friday's Child
12,3,1967,Dr. Christiaan Barnard performs the world's first heart transplant in South Africa. The patient lives for 18 days.
12,3,1967,REYNOLDSBURG AND WHITEHALL POLICE REPORT A MARKED DECREASE IN TRAFFIC ON E MAIN ST SINCE THE OPENING OF THE EAST FREEWAY (I-70) FROM HAMILTON RD TO THE OHIO RIVER.
12,8,1967,"NEW YORK CENTRAL RAILROAD FILES A $1 MILLION DAMAGE SUIT AGAINST THE V N HOLDERMAN & SON CONSTRUCTION CO, WORTHINGTON, IN CONNECTION WITH A FATAL TRAIN DERAILMENT ON 12/18/65."
12,8,1967,Star Trek: The Deadly Years
12,10,1967,"MRS NANCY REAGAN, WIFE OF CALIFORNIA GOVERNOR RONALD REAGAN, HOLDS A PRESS CONFERENCE AT PORT COLUMBUS; SHE SAYS REAGAN WILL NOT SEEK THE GOP PRESIDENTIAL NOMINATION IN 1968."
12,11,1967,An American Airlines Boeing 727 departed Chicago when a small explosion occurred one hour and 42 minutes after takeoff. The blast was caused by a crude homemade bomb located in the aft baggage hold. None of the 78 passengers and crew were injured and the plane was able to land safely.
12,15,1967,Star Trek: Obsession
12,22,1967,Star Trek: The Wolf in the Fold
12,29,1967,Star Trek: The Trouble with Tribbles
12,xx,1967,ABC airs its last new black and white daytime television show.
xx,xx,1967,"The Pillsbury Company acquires Burger King Corporation as a subsidiary for $18 million, 274 restaurants are in operation with a total of 8,000 employees."
xx,xx,1967,"Charley Savko founded Savko Plastic Pipe & Fittings, Inc. at 683 E. Lincoln Ave. Savko Plastics is a wholesale plumbing supply and manufacturer of plastic pipe and fittings.  The first individual to join the company after its inception was Andrew Puskas, who is currently the vice president and chief financial officer of the corporation. Chuck Savko, after graduating from Otterbein College in 1971, joined the company."
xx,xx,1967,Franklin County's small claims court opens.
xx,xx,1967,The Avenue of the Flags is dedicated Downtown.
xx,xx,1967,The first Oktoberfest is held.
xx,xx,1967,"OSU: Food Warehouse, 1315 Kinnear Road, opens."
xx,xx,1967,"OSU: Lincoln and Morril Towers, 1800 Canon Drive, opens. Identical 26 story dormitories with a dining hall on the bottom floor."
xx,xx,1967,"OSU: MacQuigg Laboratory, 105 W. Woodruff Ave., opens. Occupied by Materials Engineering and Science."
xx,xx,1967,"OSU: Smith Laboratory of Physics, 174 W. 18th Ave., addition."
xx,xx,1967,"At Hueston Woods State Park, the old-growth forest is added to the National Registry of National Landmarks"
xx,xx,1967,The earthen dam is completed at Salt Fork State Park.
xx,xx,1967,St. Michael's in Worthington builds a convent to house nine Joliet Franciscan Sisters.
xx,xx,1967,Interstate 71 completed from Strongsville to Cleveland.
xx,xx,1967,"Worthington creates the Architectural Review District to preserve the architectural integrity of the original village between North, South, Morning and Evening streets, and the Rt. 23 and Rt. 161 corridors within city limits."
xx,xx,1967,"Hunter S. Thompson publishes ""Hell's Angels: The Strange and Terrible Saga of the Outlaw Motorcycle Gangs"""
1,1,1968,"Evel Knievel attempts to jump his Triumph over the fountains at Caesars Palace in Las Vegas. He cleared the fountains but had one of the worst motorcycle crashes ever caught on tape. He was in a coma for a month. After that horrible incident, his career literally skyrocketed. "
1,2,1968,Eastland Mall opens.
1,5,1968,Star Trek: The Gamesters of Triskelion
1,12,1968,Star Trek: A Piece of the Action
1,19,1968,Star Trek: The Immunity Syndrome
1,22,1968,"AS-204 launched, a Saturn 1B, first launch of a lunar module (unmanned)."
1,28,1968,A recovery team searches for wreckage from an American Air Force B-52 bomber armed with four hydrogen bombs.
2,1,1968,The New York Central and Pennsylvania Railroad merge creating the Penn Central.
2,1,1968,The Pennsylvania and New York Central Railroads merge to form the Penn Central Railroad.
2,2,1968,Star Trek: A Private Little War
2,5,1968,THE RECENT FEDERAL BELT-TIGHTENING ON ROAD FUNDS MAY KEEP COLUMBUS FROM STARTING THE OUTERBELT ON SCHEDULE.
2,9,1968,Star Trek: Return to Tomorrow
2,16,1968,Star Trek: Patterns of Force
2,23,1968,Star Trek: By Any Other Name
2,xx,1968,"The Hong Kong flu epidemic begins, lasting through 1969. It kills 750,000 world wide."
2,xx,1968,"""Mr. Roger's Neighberhood"" premiers."
3,1,1968,Bridgeport Machines Inc. sold to Textron Inc.
3,1,1968,Star Trek: The Omega Glory
3,8,1968,Star Trek: The Ultimate Computer
3,12,1968,"WORK TO WIDEN THE NORTH FREEWAY BETWEEN E NORTH BROADWAY AND THE OUTERBELT WILL BEGIN SHORTLY, BUT RUSH HOUR TRAFFIC IS GOING TO GET WORSE BEFORE IT GETS BETTER."
3,15,1968,Star Trek: Bread and Circuses
3,22,1968,Andy Fisher is born.
3,23,1968,Katy Foley is born.
3,29,1968,Star Trek: Assignment: Earth
3,29,1968,Chessapeak & Ohio and Baltimore & Ohio gain control of the Western Maryland.
4,1,1968,Norfolk & Western gains indirect control of Erie Lackawanna.
4,4,1968,"Apollo 6, a Saturn V test, is launched. Two J2 engines on the second stage fail. S-IVb engine refuses to restart. "
4,4,1968,"Dr. Martin Luther King, Jr., is assassinated in Memphis, Tennessee., by James Earl Ray."
4,28,1968,GOLD CIRCLE DISCOUNT DEPARTMENT STORES OPENS ITS FIRST STORE IN COLUMBUS AT 1700 MORSE RD NEAR KARL RD.
5,4,1968,Oroville Dam dedication ceremony. Gov. Ronald Reagan of California presides.
5,6,1968,"Neil Armstrong was forced to eject from Lunar Landing Research Vehicle #1's from about 200 feet (60 m) altitude after a control problem, and had about four seconds on his full parachute before landing on the ground unhurt."
5,15,1968,"Presidential Candidate George Wallace is shot by twenty-one-year-old Arthur Bremer in Laurel, Maryland, paralyzing him below the waist. Bremer's diary, published after his arrest as ""An Assassin's Diary,"" showed that Bremer's assassination attempt was not motivated by politics, but by a desire to become famous."
5,27,1968,"George W. Bush admitted to the Texas National Guard on the same day he applied. This despite a waiting list of over a year and a half and over 100,000 long waiting list across the nation. Bush was able to avoid going to Viet Nam, where the death rate had climbed to 350+ per day."
5,29,1968,Clarence Edward Elwell appointed Bishop of the Columbus Diocese.
5,xx,1968,"A flood threatened Buckeye Lake Park, requiring sandbagging of the dikes."
6,5,1968,Democratic candidate for President Robert F. Kennedy is assassinated in California by Sirhan Sirhan.
6,30,1968,First flight of a C-5 Galaxy transport airplane.
7,1,1968,Chicago Great Western merged into Chicago & North Western.
7,1,1968,Norfolk & Western gains indirect control of the Delaware & Hudson..
8,1,1968,NASA ends production of the Saturn V rocket. 15 were built and 13 flew.
8,1,1968,Missouri Pacific and Chicago & North Western gain joint control of the Alton & Southern.
8,15,1968,The Anheuser-Busch brewery is formally dedicated.
8,20,1968,Riot at the Ohio Penitentiary results in the death of five inmates when the facility is stormed. Nine guards taken hostage survive.
8,31,1968,"Tennessee Central sold in parts to Illinois Central, Southern and Louisville & Nashville."
9,6,1968,"The Cincinnati Bengals play their first regular season NFL game, losing 13-29 to the San Diego Chargers."
9,9,1968,The Houston Oilers play their first game in the Houston Astrodome.
9,20,1968,Star Trek: Spock's Brain - Season 3 Premier
9,21,1968,The Anheuser-Busch brewery commences operation. It employs 400 and produces 1.8 million barrels of beer a year.
9,21,1968,"""Adam-12"" premiers."
9,22,1968,"""Land of the Giants"" premiers."
9,24,1968,"""The Mod Squad"" premiers."
9,26,1968,Hawaii Five-O premiers.
9,27,1968,Star Trek: The Enterprise Incident
9,30,1968,"The first Boeing 747, City of Everett, was rolled out at Boeing’s Everett, Washington plant. It was registered as N7470, and carried Boeing’s serial number, 20235."
10,4,1968,Star Trek: The Paradise Syndrome
10,8,1968,"WILDCAT STRIKE AT COLUMBUS AUTO PARTS CO, E HUDSON ST, IS SETTLED IN MEETING OF THE COMPANY AND UNITED AUTO WORKERS OFFICIALS."
10,9,1968,"NASA Crawler Transporter: A Saturn V rocket was moved to the launch pad for Apollo 8, the first manned Saturn V mission."
10,11,1968,Star Trek: And the Children Shall Lead
10,11,1968,"Apollo 7 launched: Wally Schirra, Don Eisele, Walt Cunningham. 163 orbits."
10,12,1968,"The Summer Olympics open in Mexico City, Mexico."
10,18,1968,Star Trek: Is There in Truth No Beauty?
10,23,1968,WALDEN WILDLIFE REFUGE TAKES SHAPE AT THE METROPOLITAN PARK SYSTEM'S BLENDON WOODS RESERVATION.
10,24,1968,The North American X-15 makes its last flight.
10,25,1968,Star Trek: Spectre of the Gun
10,27,1968,Sharon Woods Metro Park opens.
11,1,1968,Star Trek: Day of the Dove
11,8,1968,Star Trek: For the World Is Hollow and I Have Touched the Sky
11,15,1968,Star Trek: The Tholian Web
11,15,1968,Earl J. Fisher passes.
11,19,1968,"A Boeing 707 carrying 70 people was preparing to land at Denver when an explosion occurred in one of the lavatories. Though the blast started a small fire, the pilots were able to make an emergency landing with no injuries. A passenger seen leaving the lavatory just before the explosion was arrested by the FBI."
11,22,1968,Star Trek: Plato's Stepchildren
11,22,1968,"The Beatles release ""The White Album"""
11,29,1968,Star Trek: Wink of an Eye
12,5,1968,GOV RHODES IS NAMED MAN OF THE YEAR AND PRESENTED A PLAQUE BY THE SHOWMAN'S LEAGUE OF AMERICA AT A MEETING OF THE FEDERATION OF STATE AND PROVINCIAL ASSOCIATIONS OF FAIRS.
12,6,1968,Star Trek: The Empath
12,9,1968,"""The Mother of All Demos"" was presented by Douglas Engelbart at the Association for Computing Machinery / Institute of Electrical and Electronics Engineers (ACM/IEEE)—Computer Society's Fall Joint Computer Conference in San Francisco.  The 90-minute presentation essentially demonstrated almost all the fundamental elements of modern personal computing: windows, hypertext, graphics, efficient navigation and command input, video conferencing, the computer mouse, word processing, dynamic file linking, revision control, and a collaborative real-time editor (collaborative work)."
12,11,1968,"Buckeye Lake Park was sold to Diversified Amusement Industries for $1,000,000 to improve it and convert it to a Country & Western theme. However, Diversified failed to raise enough capital through stock offerings, and had a bad weather year in 1969, so Buckeye Lake Park was closed permanently in 1970."
12,20,1968,Star Trek: Elaan of Troyius
12,21,1968,"Apollo 8 launched: Frank Borman, James Lovell, William Anders. First manned orbit of the moon."
12,31,1968,"New York, New Haven & Hartford merged into the Penn Central."
xx,xx,1968,G.E. superabrasives moves to Worthington to manufacture industrial diamonds.
xx,xx,1968,"Columbus City Council passed an ordinance funding a road that would run from Indianola in the east, through the State School for the Blind property, cross High Street at Bill Moose Run, then continue along the north edge of Graceland Shopping Center before angling over to meet Bethel.  Concerned citizens gathered enough signatures to put this ordinance on the ballot and the ordinance was overturned by the voters.  This successful referendum means the City cannot ever build such a road except by a vote of the citizens."
xx,xx,1968,The first Rax Restaurant opens in Columbus under the name JAX.
xx,xx,1968,The Main Post Office opens on Twin Rivers Drive.
xx,xx,1968,"OSU: Baker Systems Engineering, 1971 Neil Ave., opens. Occupied by the Departments of Industrial Systems Engineering and Academic Computer Service."
xx,xx,1968,"OSU: Brown Hall, 190 W. 17th Ave., remodeled to provide offices for the College of Humanities."
xx,xx,1968,"OSU: Converse Hall, 221 Tuttle Park Pl, adds 2nd and 3rd floors. Removes shop facilities, adds A/C and becomes a classroom building for the ROTC program. Woody Hayes last office in the condition he left it and a rifle range in the basement remain to this day."
xx,xx,1968,"OSU: Cunz Hall, 1841 Millikin Road, opens as the Foreign Languages Building."
xx,xx,1968,Completion of the damn on land that later became Deer Creek State Park.
xx,xx,1968,Interstate 270 completed from route 23 north of Columbus to route 3 north of Columbus.
xx,xx,1968,"Interstate 70 , section from Columbus to 1 mile east of Kirkersville completed."
xx,xx,1968,Interstate 71 completed from Kenwood to I-275.
xx,xx,1968,Union Pacific acquires the Mt. Hood railway.
xx,xx,1968,Construction of the current Worthington Methodist Church completed.
xx,xx,1968,The Tide laundry detergent formula is changed to add enzymes for better cleaning.
1,1,1969,"The Ohio State University football team wins the Rose Bowl and national championship, defeating USC 27-16."
1,3,1969,Star Trek: Whom Gods Destroy
1,10,1969,Star Trek: Let That Be Your Last Battlefield
1,13,1969,"The Beatles release ""Yellow Submarine"""
1,16,1969,High speed rail - Metroliner service started with a single daily round trip leaving New York in the morning and Washington in the afternoon.
1,17,1969,Star Trek: The Mark of Gideon
1,20,1969,Richard Milhous Nixon inaugurated as President.
1,24,1969,Star Trek: That Which Survives
1,31,1969,Star Trek: The Lights of Zetar
1,31,1969,New Orleans & Northeastern absorbed into Alabama Great Southern (the Southern).
2,9,1969,The Boeing 747 makes its first test flight.
2,12,1969,Westland Mall opens.
2,14,1969,Star Trek: Requiem for Methuselah
2,21,1969,Star Trek: The Way to Eden
2,21,1969,"First launch attempt of the Soviet N1 rocket. Fuel lines burst, burned through wiring and the control system shut down the rocket at T+68 seconds."
2,25,1969,Mariner 6 is launched towards Mars on a Atlas-Centaur rocket.
2,28,1969,Star Trek: The Cloud Minders
3,3,1969,"Apollo 9 launched: James McDivitt, David Scott, Russel Schweickert. First test of lunar module in earth orbit."
3,7,1969,Star Trek: The Savage Curtain
3,11,1969,"While sitting on the ground at Frankfurt, West Germany, with no one aboard, two explosions in the passenger cabin rocked a Boeing 707 doing considerable damage."
3,14,1969,Star Trek: All Our Yesterdays
3,23,1969,SIX NEW SECTIONS OF THE COLUMBUS OUTERBELT EXPRESSWAY ARE SCHEDULED TO BE OPENED DURING 1969.
3,25,1969,AEP: Construction begins on the Donald C. Cook Nuclear Plant.
3,27,1969,Mariner 7 is launched towards Mars on a Atlas-Centaur rocket.
4,2,1969,"The Milwaukee Bucks of the National Basketball Association signed Lew Alcindor for a reported $1,400,000 five-year contract. Alcindor soon changed his name to Kareem Abdul-Jabar and his team to the Los Angeles Lakers."
4,2,1969,High speed rail - Metroliner service adds a 2.5 hour non-stop service between New York and Washington.
4,8,1969,Vicki Deglar is born in Chicago.
4,16,1969,"THIRD GOLD CIRCLE STORE IN COLUMBUS WILL OPEN ON 4/17 AT 3360 OLENTANGY RIVER RD. Later, 3660 S. High St. and 2800 S. Hamilton Road open."
4,16,1969,DENSE FOG AND HIGH-SPEED TRAFFIC ON THE EAST FREEWAY CONTRIBUTE TO WHAT MAY BE THE LARGEST MULTIPLE-CAR CRACKUP IN COLUMBUS HISTORY.
4,17,1969,"The Martin Marietta X-24A makes its first flight, an unpowered glide flight."
4,22,1969,"THE U S BUREAU OF PUBLIC ROADS HAS BANNED HIGH, MOUNDED MEDIANS ON INTERSTATE HIGHWAYS: THE I-270 OUTERBELT WILL HAVE FLAT MEDIANS."
5,4,1969,John Carl Campbell born in Chicago
5,12,1969,"Michael Crichton publishes ""The Andromeda Strain"""
5,14,1969,"Data General announces the 16 bit NOVA minicomputer, intended to be a cheaper improvement over the Digital Equipment Corporation PDP-8."
5,18,1969,"Apollo 10 launched: Thomas Stafford, Eugene Cernan, John Young: First test of lunar module in lunar orbit."
5,22,1969,"Big Muskie is dedicated in Cumberland, Ohio."
6,3,1969,Star Trek: Turnabout Intruder - the last new TOS show
6,6,1969,Evansville line (eastern side) of Chicago & Eastern Illinois sold to Louisville & Nashville. Chicago to Woodland Junction becomes joint with Missouri Pacific.
6,22,1969,"Clevelands's Cuyahoga River catches fire. Although the fire is put out after only 30 minutes and only does about $50,000 worth of damage to some railroad bridges, Time Magazine runs an article that makes Cleveland the butt of jokes and prompts national outrage that eventually leads to the 1972 Clean Water Act."
6,23,1969,Chief Justice Earl Warren retires from the United States Supreme Court.
6,23,1969,Warren E. Berger takes office as Chief Justice of the United States Supreme Court.
6,25,1969,CEREMONIES AT 10 A M ON JULY 2 WILL OFFICIALLY OPEN THE INITIAL SECTION BETWEEN THE GOODALE EXPRESSWAY AND KINNEAR ROAD OF THE OLENTANGY FREEWAY.
6,xx,1969,McDonalds introduces a new mansard roof for indoor seating.
7,1,1969,Piedmont & Northern merged into Seaboard Coast Line.
7,3,1969,"Second launch attempt of the Soviet N1 rocket. A turbo pump burst on #8 engine, causing a cascade of problems. The N1 cleared the launch tower then toppled over and fell back onto the launch pad."
7,4,1969,"The thunderstorm of July 4-5 is the most intense and widespread summer thunderstorm recorded in Ohio. About 14 inches of rain fell in less than 24 hours at several locations, and about 4 inches fell throughout an area of 6000 mi2 in north-central Ohio. The storm was accompanied by extensive lightning and wind gusts of as much as 100 mph. The storm moved into Ohio from Lake Erie on the evening of July 4th, while thousands of people were gathered along the shore to observe fireworks. Of the several hundred small boats on the lake, many were capsized and 3 people drowned. Forty one people died from the storm: 25 drowned, 8 were killed by falling trees, 6 were electrocuted by fallen wires, 1 was killed by lightning, and 1 died of other storm-related injuries. Total damage was estimated at $66 million."
7,16,1969,"Apollo 11 launched: Neil Armstrong, Buzz Aldrin, Michael Collins. First manned lunar landing."
7,20,1969,"Wapakoneta, Ohio, native Neil Armstrong becomes the first man to walk on the moon."
7,22,1969,BILL TO PERMIT OHIO DEPT OF HIGHWAYS TO RUN THE OLENTANGY FREEWAY THROUGH UNUSED SECTION OF UNION CEMETERY IS RECOMMENDED FOR PASSAGE BY OHIO HOUSE COMMITTEE.
7,25,1969,"Yes releases ""YES"", their first studio album."
7,31,1969,"Mariner 6 makes its closest approach to Mars at 3,431 km."
8,5,1969,"Mariner 7 makes its closest approach to Mars at 3,430 km."
8,14,1969,"Hurricane: Miss., La., Ala., Va., and W. Va.: 256 killed as a result of Camille. Damages estimated at $1.4 ($6.9) billion. "
8,29,1969,Petula Clark performs at the Ohio State Fair.
8,xx,1969,High speed rail - Penn Central adds a computerized ticketing system for Metroliner service.
9,1,1969,GOV JAMES RHODES SAYS NO ALCOHOLIC BEVERAGES WILL BE SERVED AT THE OHIO STATE FAIR AS LONG AS HE IS GOVERNOR.
9,7,1969,"A PENN CENTRAL RAILROAD SPOKESMAN CONFIRMS THE BEELINER PASSENGER TRAIN, WHICH FORMERLY RAN BETWEEN CLEVELAND AND CINCINNATI, NOW STOPS IN COLUMBUS."
9,13,1969,"""Scooby Doo, Where Are You?"" premiers."
9,23,1969,"""Marcus Welby, M.D."" premiers."
9,26,1969,"The Beatles release ""Abbey Road"""
9,26,1969,"""The Brady Bunch"" premiers."
